path,label,mvtec_class,split,defect_type
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/cut_inner_insulation/011.png,1,cable,test,cut_inner_insulation
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/cut_inner_insulation/010.png,1,cable,test,cut_inner_insulation
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/cut_outer_insulation/002.png,1,cable,test,cut_outer_insulation
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/good/029.png,0,cable,test,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/missing_wire/004.png,1,cable,test,missing_wire
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/cut_inner_insulation/004.png,1,cable,test,cut_inner_insulation
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/good/011.png,0,cable,test,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/good/021.png,0,cable,test,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/missing_wire/008.png,1,cable,test,missing_wire
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/missing_cable/003.png,1,cable,test,missing_cable
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/missing_cable/008.png,1,cable,test,missing_cable
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/good/033.png,0,cable,test,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/combined/009.png,1,cable,test,combined
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/cut_outer_insulation/003.png,1,cable,test,cut_outer_insulation
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/cut_inner_insulation/003.png,1,cable,test,cut_inner_insulation
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/bent_wire/008.png,1,cable,test,bent_wire
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/cut_outer_insulation/000.png,1,cable,test,cut_outer_insulation
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/poke_insulation/007.png,1,cable,test,poke_insulation
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/good/020.png,0,cable,test,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/good/042.png,0,cable,test,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/good/051.png,0,cable,test,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/cut_inner_insulation/013.png,1,cable,test,cut_inner_insulation
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/good/024.png,0,cable,test,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/combined/000.png,1,cable,test,combined
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/good/047.png,0,cable,test,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/missing_cable/000.png,1,cable,test,missing_cable
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/missing_cable/009.png,1,cable,test,missing_cable
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/cut_outer_insulation/004.png,1,cable,test,cut_outer_insulation
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/combined/003.png,1,cable,test,combined
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/good/056.png,0,cable,test,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/cut_inner_insulation/007.png,1,cable,test,cut_inner_insulation
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/missing_cable/002.png,1,cable,test,missing_cable
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/combined/008.png,1,cable,test,combined
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/missing_wire/007.png,1,cable,test,missing_wire
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/good/014.png,0,cable,test,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/good/010.png,0,cable,test,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/bent_wire/006.png,1,cable,test,bent_wire
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/bent_wire/001.png,1,cable,test,bent_wire
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/good/022.png,0,cable,test,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/good/055.png,0,cable,test,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/good/038.png,0,cable,test,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/bent_wire/003.png,1,cable,test,bent_wire
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/good/032.png,0,cable,test,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/cable_swap/004.png,1,cable,test,cable_swap
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/good/035.png,0,cable,test,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/good/001.png,0,cable,test,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/good/007.png,0,cable,test,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/bent_wire/000.png,1,cable,test,bent_wire
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/good/023.png,0,cable,test,good
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/missing_cable/001.png,1,cable,test,missing_cable
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/cable_swap/000.png,1,cable,test,cable_swap
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/combined/010.png,1,cable,test,combined
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/missing_wire/002.png,1,cable,test,missing_wire
/home/jovyan/shared/xautoml_user/shared/mvtec_anomaly_detection/cable/test/missing_wire/005.png,1,cable,test,missing_wire
