path,label
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161420718.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161420842.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161421201.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161422335.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161424302.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161426046.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161426804.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161426935.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161427815.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161429336.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161429462.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161429953.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161432799.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161433043.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161433569.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161433629.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161434384.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161434551.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161434748.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161435241.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161435430.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161435652.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161435878.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161437094.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161449833.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161450020.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161450341.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161451480.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161452405.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161452830.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161453378.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161454581.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161454858.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161503898.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161504018.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161504412.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161504713.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161505349.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161505744.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161506753.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161512204.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161512581.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161512654.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161516381.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161517389.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161519515.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161519776.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161520889.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161520990.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161521565.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161521964.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161522094.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161522828.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161523497.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161523678.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161525874.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161526456.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161526659.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161527256.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161527710.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161530128.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161531393.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161532848.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161532940.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161533856.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161534207.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161534400.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161534546.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161534629.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161534926.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161535395.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161535976.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161536191.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161539037.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161539119.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161539347.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161543700.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161543801.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161544050.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161544321.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161544386.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161547364.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161547835.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161548596.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161548789.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161549265.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161549519.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161549843.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161549968.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161550346.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161551408.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161554038.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161559513.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161559715.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161600667.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161605680.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161605754.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161623615.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161624908.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161625631.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161626881.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161627548.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161628209.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161629271.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161630152.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 161630840.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170150689.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170151876.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170151918.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170152194.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170152695.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170152789.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170156683.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170157748.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170158480.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170158532.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170159906.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170159980.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170203534.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170204396.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170204835.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170205936.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170206279.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170206378.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170211286.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170211713.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170212551.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170212674.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170214188.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170214330.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170215233.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170217438.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170219450.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170224181.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170226174.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170226803.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170227342.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170228501.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170228891.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170228973.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170229793.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170231072.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170232852.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170233349.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170234362.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170238779.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170238871.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170240351.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170242113.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170243387.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170243414.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170245503.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170245546.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170245847.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170245982.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170246542.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170246632.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170248176.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170248779.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170250800.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170255872.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170258368.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170259939.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170300373.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170302291.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170302329.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170303489.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170304820.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170308999.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170309399.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170309476.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170309745.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170310288.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170310366.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170317865.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170320575.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170320763.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170321583.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170322305.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170322537.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170323146.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170323984.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170324541.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM1-20250312 170330320.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM2-20250304 171141133.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM2-20250304 171142745.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM2-20250304 171146504.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM2-20250304 171146683.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM2-20250304 171147058.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM2-20250304 171150405.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM2-20250304 171153391.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM2-20250304 171200387.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM2-20250304 171200801.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM2-20250304 171200848.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM2-20250304 171200886.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM2-20250304 171200987.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM2-20250304 171202963.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM2-20250304 171203386.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM2-20250304 171203613.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM2-20250304 171203777.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM2-20250304 171203840.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM2-20250304 171204009.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM2-20250304 171204096.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM2-20250304 171204494.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM2-20250304 171206662.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM2-20250304 171206944.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM2-20250304 171207001.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM2-20250304 171207056.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM2-20250304 171207154.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM2-20250304 171207684.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM2-20250304 171207939.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM2-20250304 171208296.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM2-20250304 171208422.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM2-20250304 171208725.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM2-20250304 171210266.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM2-20250304 171210732.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM2-20250304 171211039.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM2-20250304 171212116.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM2-20250304 171212298.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM2-20250304 171212713.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM2-20250304 171212908.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM2-20250304 171213147.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM2-20250304 171213330.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM2-20250304 171213989.bmp,0
